nr_iteratie,timp_linii,timp_coloane 
1,82.1367,102.3209
2,46.4734,63.9413
3,74.572701,94.120899
4,58.764601,39.6175
5,70.568299,86.4505
6,81.150399,55.6085
7,66.2683,74.0773
8,61.252299,81.166001
9,43.8345,62.076601
10,81.8911,34.8252
,66.6912299,69.4204701
