nr_iteratie,timp_linii,timp_coloane 
1,56.021701,43.427799
2,25.254499,21.3846
3,29.034001,26.7506
4,24.761401,25.948901
5,26.492099,24.563299
6,34.0346,24.7064
7,21.472001,23.997901
8,26.2479,26.1159
9,23.0403,25.4833
10,25.289,35.9703
,29.1647502,27.8349
