nr_iteratie,timp_linii,timp_coloane 
1,49.8544,33.9839
2,28.685601,67.374901
3,50.355001,50.335299
4,51.5544,45.3305
5,41.7584,45.2487
6,47.586101,62.057099
7,27.258801,63.4622
8,45.3577,32.7687
9,44.5024,46.6158
10,27.315299,28.051
,41.4228103,47.5228099
