nr_iteratie,timp_linii,timp_coloane 
1,28.4846,8.9548
2,29.3044,8.8354
3,28.5511,9.0762
4,28.7916,10.1093
5,30.1869,10.2612
6,29.4367,11.6127
7,34.1445,10.0698
8,29.3856,9.7274
9,28.5018,8.9624
10,29.5508,8.7423
,29.6338,9.63515
