nr_iteratie,timp_linii,timp_coloane 
1,28.4231,8.4334
2,28.6401,9.2013
3,28.4947,8.3226
4,28.4624,8.4252
5,28.4356,8.3736
6,29.7654,8.5148
7,32.6535,8.6299
8,28.5381,8.455
9,28.6093,8.6924
10,28.5524,8.7985
,29.05746,8.58467
