nr_iteratie,timp_linii,timp_coloane 
1,28.4362,16.4377
2,29.2758,17.336
3,29.2145,15.9042
4,28.4661,16.6694
5,32.019,15.9982
6,28.5438,16.1549
7,30.4688,16.2634
8,30.9268,16.1695
9,28.6553,15.91
10,28.7552,15.9197
,29.47615,16.2763
