nr_iteratie,timp_linii,timp_coloane 
1,29.029,9.0445
2,29.1485,8.4852
3,29.0603,8.7912
4,28.95,9.0584
5,29.0179,8.5746
6,31.8763,8.6556
7,29.2159,8.3643
8,29.2454,8.4322
9,28.9676,11.7032
10,29.367,8.6963
,29.38779,8.98055
