nr_iteratie,timp_linii,timp_coloane 
1,29.119,9.4814
2,29.1109,9.788
3,29.0787,10.2252
4,28.9342,10.7157
5,28.9804,8.9509
6,36.445,9.0941
7,29.1454,8.9763
8,30.2798,9.1411
9,29.0344,9.0965
10,29.0976,8.7654
,29.92254,9.42346
