nr_iteratie,timp_linii,timp_coloane 
1,76.808899,82.738501
2,92.3285,90.6945
3,73.3931,87.2166
4,84.770001,79.6502
5,75.2162,73.8416
6,113.9387,94.2414
7,72.7852,100.754699
8,79.899599,86.3268
9,92.7531,86.5363
10,78.2501,75.761401
,84.0143399,85.7762001
