nr_iteratie,timp_linii,timp_coloane 
1,87.837501,49.155199
2,75.9548,42.2683
3,71.8721,79.274799
4,71.1842,66.8314
5,58.5238,45.519201
6,74.9244,72.8138
7,58.7567,77.319201
8,89.1497,61.4546
9,85.4694,55.226901
10,99.1353,37.105
,77.2807901,58.6968401
