nr_iteratie,timp_linii,timp_coloane 
1,8.3489,9.3292
2,2.3827,1.8905
3,2.4822,1.8752
4,2.3783,1.4024
5,2.7261,2.2276
6,2.8361,1.7509
7,2.5367,2.0496
8,2.5095,1.8314
9,2.2745,1.9621
10,2.3661,1.5733
,3.08411,2.58922
