nr_iteratie,timp_linii,timp_coloane 
1,29.2665,16.002
2,28.6201,17.4812
3,28.612,16.7631
4,28.6381,18.12
5,28.6115,15.9448
6,28.5444,16.0962
7,29.1783,16.0662
8,30.2675,16.5529
9,28.6225,16.0658
10,28.7422,17.8549
,28.91031,16.69471
