nr_iteratie,timp_linii,timp_coloane 
1,28.5733,10.4075
2,28.5914,10.2707
3,28.546,10.2903
4,29.7228,12.255
5,28.7164,10.2518
6,28.7863,10.1702
7,29.56,11.2464
8,28.6501,10.2184
9,28.5371,10.4364
10,32.977,10.1844
,29.26604,10.57311
