nr_iteratie,timp_linii,timp_coloane 
1,28895.4,6431.2
2,28105.3,6249.1
3,28263.7,6213
4,27988.1,6292
5,28170.5,6244.3
6,28363.2,6322.5
7,28050.2,6175.6
8,28297.5,6262.4
9,28142.8,6331
10,27995.1,6223
,28227.18,6274.41
