nr_iteratie,timp_linii,timp_coloane 
1,29584.6,6612.8
2,28772.4,6421.3
3,28932.8,6367.9
4,28649.7,6419.2
5,28944.3,6395.7
6,29148.1,6480.9
7,28711.5,6334.1
8,28988.6,6423.5
9,28820.2,6485.1
10,28693.8,6371.6
,28924.6,6431.21
