nr_iteratie,timp_linii,timp_coloane 
1,29412.6,6541.7
2,28603.2,6348.5
3,28789.5,6301.9
4,28445.8,6387.2
5,28692.4,6329.1
6,28890.3,6412.8
7,28495.1,6269.7
8,28804.7,6352.6
9,28651.3,6421.8
10,28422.7,6308.4
,28720.76,6367.37
