nr_iteratie,timp_linii,timp_coloane 
1,288.089,146.142
2,286.469,158.036
3,310.899,148.597
4,287.072,148.583
5,296.302,162.307
6,285.889,145.526
7,291.076,154.762
8,287.222,148.422
9,321.625,151.987
10,286.836,156.213
,294.1479,152.0575
