nr_iteratie,timp_linii,timp_coloane 
1,285.726,66.7014
2,287.541,67.0723
3,286.781,78.5798
4,287.296,67.4592
5,291.674,69.7643
6,287.752,72.169
7,287.308,67.3741
8,302.123,72.0546
9,286.05,66.8747
10,286.931,69.0268
,288.9182,69.70762
