nr_iteratie,timp_linii,timp_coloane 
1,0.0166,1.5822
2,0.0166,1.667
3,0.0164,1.8059
4,0.0165,2.1005
5,0.0164,1.9907
6,0.0162,2.0601
7,0.0163,1.9214
8,0.0163,2.0591
9,0.0163,1.867
10,0.0164,1.8205
,0.0164,1.88744
