nr_iteratie,timp_linii,timp_coloane 
1,28889.2,6428.7
2,28097.1,6246.2
3,28255.4,6210.5
4,27981.6,6289.4
5,28164.3,6241.1
6,28356.5,6319.7
7,28043.7,6172.9
8,28290.8,6259.8
9,28136.4,6328.4
10,27988.9,6220.3
,28220.39,6271.7
