nr_iteratie,timp_linii,timp_coloane 
1,29117.4,6466.21
2,28243.9,6270.8
3,28369.8,6223.4
4,28108.9,6308
5,28296.1,6260.3
6,28492.9,6334
7,28155.2,6195.6
8,28407.2,6278.9
9,28242.1,6347.2
10,28115.1,6234.5
,28354.86,6291.891
