nr_iteratie,timp_linii,timp_coloane 
1,75.378,69.4608
2,68.7874,59.1558
3,77.6418,65.9849
4,54.458,55.9875
5,42.9258,58.1099
6,80.3646,63.215
7,56.4196,59.0097
8,59.6321,54.341
9,60.1153,62.193
10,57.0418,52.6451
,63.27644,60.01027
