nr_iteratie,timp_linii,timp_coloane 
1,62.7003,86.7683
2,86.7826,68.7665
3,70.3525,67.1023
4,76.9838,64.4937
5,78.8211,57.64
6,74.0914,65.0366
7,68.0764,66.3843
8,98.7867,76.8008
9,82.0212,68.1386
10,82.6628,77.016
,78.12788,69.81471
