nr_iteratie,timp_linii,timp_coloane 
1,79.5417,74.0262
2,60.9576,62.4616
3,54.8281,55.1486
4,59.2964,54.3242
5,60.7777,54.1757
6,59.0351,53.4646
7,79.3283,60.93
8,55.1934,50.9852
9,61.9392,53.3773
10,55.8779,69.4346
,62.67754,58.8328
