nr_iteratie,timp_linii,timp_coloane 
1,284.584,147.91
2,284.078,145.007
3,288.992,147.799
4,286.265,153.85
5,290.204,147.285
6,285.95,155.451
7,286.733,144.359
8,288.847,151.797
9,283.583,151.406
10,285.062,145.15
,286.4298,149.0014
