nr_iteratie,timp_linii,timp_coloane 
1,285.114,65.1894
2,284.2,65.5405
3,288.687,65.2465
4,285.656,64.7946
5,285.156,65.3367
6,292.154,64.6371
7,286.419,64.8449
8,289.091,65.054
9,284.064,66.9166
10,290.566,67.9002
,287.1107,65.54605
