nr_iteratie,timp_linii,timp_coloane 
1,29.0322,10.8352
2,28.9849,10.4427
3,28.9009,10.7565
4,28.9701,10.6539
5,29.0041,13.8559
6,29.1122,10.3431
7,29.1445,13.9316
8,29.1008,11.6257
9,30.1723,15.6743
10,34.1499,12.4985
,29.65719,12.06174
