nr_iteratie,timp_linii,timp_coloane 
1,28.9814,10.6026
2,28.995,10.6687
3,28.8779,10.2725
4,28.8323,10.599
5,28.8508,10.3478
6,29.1547,10.134
7,28.9016,10.9811
8,29.0744,10.4293
9,29.004,10.9852
10,28.9625,12.6328
,28.96346,10.7653
