nr_iteratie,timp_linii,timp_coloane 
1,3110.7796,3532.5225
2,3726.612,3613.3309
3,3716.0123,2947.4352
4,3758.1837,2546.36
5,3867.2443,4559.7895
6,3830.0082,3607.357
7,3809.1101,3375.749
8,4775.292,3411.0312
9,3531.8398,3141.2913
10,3776.0162,4484.0541
,3790.10982,3521.89207
