nr_iteratie,timp_linii,timp_coloane 
1,2799.3742,2642.272
2,2615.6583,2048.4585
3,2908.4703,2124.9575
4,2899.8533,2321.1919
5,2176.7639,2489.8713
6,2297.2445,2282.9416
7,3044.1548,2243.2754
8,3197.7646,2531.094
9,2613.1347,2637.0967
10,2856.9275,2526.2833
,2740.93461,2384.74422
